#Evid,Magnitude,Epoch(UTC),Time UTC,Time Local,Distance From,Lat,Lon,Depth Km,Depth Mi
60544352,0.6,1371785227.47,2013/06/21 03:27:07,2013/06/20 20:27:07 PDT,"10.6 km (   6.6 mi) NNE (  12. azimuth) from Grants Pass, OR",42.5318,-123.3002,0.0,0.0
60517847,0.7,1366026925.41,2013/04/15 11:55:25,2013/04/15 04:55:25 PDT,"29.5 km (  18.3 mi) ENE (  70. azimuth) from Morton, WA",46.6502,-121.9127,6.6,4.1
10831753,2.1,1323640843.26,2011/12/11 22:00:43,2011/12/11 14:00:43 PST,"66.6 km (  41.4 mi) W   ( 261. azimuth) from Penticton, BC",49.4053,-120.4923,5.2,3.2
10815403,0.9,1305190957.7,2011/05/12 09:02:37,2011/05/12 02:02:37 PDT,"12.0 km (   7.5 mi) ENE (  64. azimuth) from Entiat, WA",47.7087,-120.0787,5.9,3.7
10812548,1.0,1294274320.48,2011/01/06 00:38:40,2011/01/05 16:38:40 PST,"42.0 km (  26.1 mi) ESE ( 103. azimuth) from Grants Pass, OR",42.3537,-122.8290,0.0,0.0
60922112,0.8,1416604787.3,2014/11/21 21:19:47,2014/11/21 13:19:47 PST,"8.5 km (   5.3 mi) S   ( 185. azimuth) from Bremerton, WA",47.4908,-122.6395,0.0,0.0
60998596,1.7,1428960580.03,2015/04/13 21:29:40,2015/04/13 14:29:40 PDT,"0.9 km (   0.5 mi) E   (  90. azimuth) from Granite Falls, WA",48.084,-121.9562,0.0,0.0
10800828,1.2,1280503658.53,2010/07/30 15:27:38,2010/07/30 08:27:38 PDT,"11.2 km (   7.0 mi) ENE (  58. azimuth) from Poulsbo, WA",47.7883,-122.5173,14.9,9.3
60496187,1.1,1358816918.08,2013/01/22 01:08:38,2013/01/21 17:08:38 PST,"19.9 km (  12.4 mi) SSE ( 155. azimuth) from Eugene, OR",43.89,-122.9795,0.0,0.0
60972436,1.1,1424384359.74,2015/02/19 22:19:19,2015/02/19 14:19:19 PST,"4.8 km (   3.0 mi) NNW ( 328. azimuth) from Bend, OR",44.095,-121.3395,0.0,0.0
60819141,2.0,1404005678.89,2014/06/29 01:34:38,2014/06/28 18:34:38 PDT,"18.7 km (  11.6 mi) S   ( 188. azimuth) from Ellensburg, WA",46.8322,-120.5740,12.9,8.0
60983926,1.6,1426170239.46,2015/03/12 14:23:59,2015/03/12 07:23:59 PDT,"25.7 km (  15.9 mi) SE  ( 135. azimuth) from Victoria, BC",48.2632,-123.1003,21.4,13.3
61035102,0.7,1435383108.14,2015/06/27 05:31:48,2015/06/26 22:31:48 PDT,"30.9 km (  19.2 mi) S   ( 169. azimuth) from Morton, WA",46.2853,-122.1987,5.1,3.2
10830313,1.7,1296511606.73,2011/01/31 22:06:46,2011/01/31 14:06:46 PST,"27.6 km (  17.1 mi) SW  ( 224. azimuth) from Salem, OR",44.7642,-123.2763,8.0,5.0
10791608,1.1,1267807380.23,2010/03/05 16:43:00,2010/03/05 08:43:00 PST,"8.2 km (   5.1 mi) S   ( 189. azimuth) from Morton, WA",46.4853,-122.2912,23.5,14.6
10824758,0.8,1300803638.95,2011/03/22 14:20:38,2011/03/22 07:20:38 PDT,"43.1 km (  26.8 mi) ESE ( 118. azimuth) from Longview, WA",45.9527,-122.4510,13.6,8.4
60094508,1.0,1413933787.24,2014/10/21 23:23:07,2014/10/21 16:23:07 PDT,"35.8 km (  22.3 mi) SW  ( 235. azimuth) from Millican, OR",43.6947,-121.2847,14.5,9.0
10820363,2.3,1312591441.72,2011/08/06 00:44:01,2011/08/05 17:44:01 PDT,"67.9 km (  42.2 mi) NW  ( 311. azimuth) from Klamath Falls, OR",42.6245,-122.4062,15.1,9.4
60792472,1.0,1401907391.54,2014/06/04 18:43:11,2014/06/04 11:43:11 PDT,"38.4 km (  23.9 mi) SSW ( 197. azimuth) from Morton, WA",46.2278,-122.4217,0.0,0.0
10819923,1.8,1312479359.97,2011/08/04 17:35:59,2011/08/04 10:35:59 PDT,"57.2 km (  35.6 mi) ESE ( 110. azimuth) from Portland, OR",45.3622,-121.9288,0.0,0.0
60508601,1.7,1362477877.76,2013/03/05 10:04:37,2013/03/05 02:04:37 PST,"22.0 km (  13.7 mi) SW  ( 226. azimuth) from Bremerton, WA",47.4305,-122.8422,19.3,12.0
60722591,0.9,1395181524.01,2014/03/18 22:25:24,2014/03/18 15:25:24 PDT,"40.7 km (  25.3 mi) SSE ( 152. azimuth) from Eugene, OR",43.7277,-122.8507,0.0,0.0
10802638,0.7,1273710053.63,2010/05/13 00:20:53,2010/05/12 17:20:53 PDT,"13.5 km (   8.4 mi) SE  ( 138. azimuth) from Enumclaw, WA",47.1153,-121.8685,18.2,11.3
60577037,1.0,1377195389.07,2013/08/22 18:16:29,2013/08/22 11:16:29 PDT,"21.1 km (  13.1 mi) SW  ( 231. azimuth) from Centralia, WA",46.5973,-123.1753,0.0,0.0
60880556,2.2,1410880908.4,2014/09/16 15:21:48,2014/09/16 08:21:48 PDT,"4.5 km (   2.8 mi) ENE (  63. azimuth) from North Bend, WA",47.5153,-121.7320,16.4,10.2
60533076,0.6,1369485487.08,2013/05/25 12:38:07,2013/05/25 05:38:07 PDT,"40.8 km (  25.3 mi) S   ( 171. azimuth) from Morton, WA",46.1965,-122.1902,2.4,1.5
60920152,0.9,1416394784.38,2014/11/19 10:59:44,2014/11/19 02:59:44 PST,"40.4 km (  25.1 mi) S   ( 169. azimuth) from Morton, WA",46.2012,-122.1775,3.3,2.0
60528117,2.4,1368220711.15,2013/05/10 21:18:31,2013/05/10 14:18:31 PDT,"66.5 km (  41.3 mi) E   (  82. azimuth) from Hope, BC",49.4633,-120.5388,0.0,0.0
60424352,0.9,1341907888.71,2012/07/10 08:11:28,2012/07/10 01:11:28 PDT,"40.7 km (  25.3 mi) S   ( 170. azimuth) from Morton, WA",46.1977,-122.1827,2.8,1.7
60739891,0.9,1397170022.08,2014/04/10 22:47:02,2014/04/10 15:47:02 PDT,"7.2 km (   4.4 mi) NNW ( 342. azimuth) from Entiat, WA",47.723,-120.2523,4.8,3.0
60811421,2.4,1403039242.55,2014/06/17 21:07:22,2014/06/17 14:07:22 PDT,"66.8 km (  41.5 mi) W   ( 261. azimuth) from Penticton, BC",49.4018,-120.4952,0.0,0.0
60461481,1.5,1346864750.69,2012/09/05 17:05:50,2012/09/05 10:05:50 PDT,"67.3 km (  41.8 mi) W   ( 264. azimuth) from Penticton, BC",49.4363,-120.5093,0.0,0.0
10810403,1.1,1296638155.41,2011/02/02 09:15:55,2011/02/02 01:15:55 PST,"16.0 km (   9.9 mi) SW  ( 228. azimuth) from Bremerton, WA",47.4708,-122.7882,17.6,10.9
60491487,0.6,1358057848.47,2013/01/13 06:17:28,2013/01/12 22:17:28 PST,"9.6 km (   6.0 mi) WNW ( 289. azimuth) from Hanford-400, WA",46.3978,-119.3960,19.2,11.9
10826128,0.9,1314371779.46,2011/08/26 15:16:19,2011/08/26 08:16:19 PDT,"41.6 km (  25.9 mi) S   ( 170. azimuth) from Morton, WA",46.1893,-122.1842,0.0,0.0
60880437,1.5,1412024659.57,2014/09/29 21:04:19,2014/09/29 14:04:19 PDT,"13.8 km (   8.6 mi) WSW ( 243. azimuth) from Wenatchee, Wa",47.3633,-120.4795,1.1,0.7
10784658,0.9,1262739273.58,2010/01/06 00:54:33,2010/01/05 16:54:33 PST,"40.7 km (  25.3 mi) S   ( 183. azimuth) from Morton, WA",46.1928,-122.2990,11.3,7.0
60629636,1.9,1384469933.88,2013/11/14 22:58:53,2013/11/14 14:58:53 PST,"30.2 km (  18.7 mi) SW  ( 218. azimuth) from Millican, OR",43.6658,-121.1512,2.8,1.7
10821883,2.0,1313219096.77,2011/08/13 07:04:56,2011/08/13 00:04:56 PDT,"33.6 km (  20.9 mi) E   (  90. azimuth) from Morton, WA",46.5572,-121.8352,3.3,2.1
10809473,1.1,1288308460.53,2010/10/28 23:27:40,2010/10/28 16:27:40 PDT,"54.3 km (  33.7 mi) NE  (  34. azimuth) from Eugene, OR",44.4553,-122.7017,15.6,9.7
60907086,0.9,1413926846.9,2014/10/21 21:27:26,2014/10/21 14:27:26 PDT,"16.0 km (   9.9 mi) E   (  85. azimuth) from Poulsbo, WA",47.7485,-122.4325,14.6,9.1
10818458,1.9,1306529840.25,2011/05/27 20:57:20,2011/05/27 13:57:20 PDT,"42.6 km (  26.5 mi) ESE ( 105. azimuth) from Longview, WA",46.0352,-122.4088,13.9,8.6
60449011,0.9,1344023875.26,2012/08/03 19:57:55,2012/08/03 12:57:55 PDT,"26.0 km (  16.2 mi) NE  (  56. azimuth) from Portland, OR",45.6663,-122.3430,0.0,0.0
60831377,1.3,1406843201.66,2014/07/31 21:46:41,2014/07/31 14:46:41 PDT,"44.9 km (  27.9 mi) E   ( 100. azimuth) from Newport, OR",44.5683,-123.4930,0.0,0.0
10828083,1.0,1317590514.81,2011/10/02 21:21:54,2011/10/02 14:21:54 PDT,"22.7 km (  14.1 mi) W   ( 263. azimuth) from Mount Vernon, WA",48.3938,-122.6428,31.7,19.7
10821853,0.8,1310345549.25,2011/07/11 00:52:29,2011/07/10 17:52:29 PDT,"8.9 km (   5.5 mi) NE  (  50. azimuth) from Bremerton, WA",47.6183,-122.5392,19.1,11.9
60434907,1.1,1343985205.64,2012/08/03 09:13:25,2012/08/03 02:13:25 PDT,"15.5 km (   9.6 mi) NW  ( 321. azimuth) from Portland, OR",45.6433,-122.7452,17.6,10.9
60813047,1.5,1404761944.31,2014/07/07 19:39:04,2014/07/07 12:39:04 PDT,"19.4 km (  12.0 mi) NW  ( 307. azimuth) from Prineville, OR",44.4107,-121.0385,0.0,0.0
60406782,0.8,1338118267.3,2012/05/27 11:31:07,2012/05/27 04:31:07 PDT,"44.5 km (  27.6 mi) W   ( 275. azimuth) from Bremerton, WA",47.603,-123.2203,6.8,4.2
60519872,2.1,1366514904.02,2013/04/21 03:28:24,2013/04/20 20:28:24 PDT,"6.2 km (   3.9 mi) ENE (  61. azimuth) from Poulsbo, WA",47.7622,-122.5723,25.9,16.1
60567171,1.9,1376008421.86,2013/08/09 00:33:41,2013/08/08 17:33:41 PDT,"27.7 km (  17.2 mi) SSW ( 198. azimuth) from Morton, WA",46.3213,-122.3882,13.1,8.1
60398102,2.1,1335819569.89,2012/04/30 20:59:29,2012/04/30 13:59:29 PDT,"64.0 km (  39.8 mi) ENE (  73. azimuth) from Hope, BC",49.5468,-120.6012,0.0,0.0
60723391,2.3,1395246352.59,2014/03/19 16:25:52,2014/03/19 09:25:52 PDT,"54.9 km (  34.1 mi) SSW ( 201. azimuth) from Prosser, Wa",45.7455,-120.0190,0.0,0.0
10821888,0.9,1300265676.91,2011/03/16 08:54:36,2011/03/16 01:54:36 PDT,"15.3 km (   9.5 mi) NNE (  34. azimuth) from Poulsbo, WA",47.8497,-122.5310,26.0,16.1
60450627,2.2,1347391738.23,2012/09/11 19:28:58,2012/09/11 12:28:58 PDT,"50.0 km (  31.1 mi) SW  ( 222. azimuth) from Spokane, WA",47.337,-117.8560,0.0,0.0
60921417,0.7,1416568112.63,2014/11/21 11:08:32,2014/11/21 03:08:32 PST,"3.8 km (   2.3 mi) SW  ( 216. azimuth) from Morton, WA",46.5307,-122.3037,19.8,12.3
60532132,0.7,1369124997.37,2013/05/21 08:29:57,2013/05/21 01:29:57 PDT,"48.4 km (  30.1 mi) S   ( 170. azimuth) from Morton, WA",46.1293,-122.1683,6.1,3.8
60454152,1.0,1348161039.81,2012/09/20 17:10:39,2012/09/20 10:10:39 PDT,"14.1 km (   8.7 mi) ESE ( 110. azimuth) from Mount Vernon, WA",48.3762,-122.1595,0.0,0.0
60810772,1.0,1404267248.53,2014/07/02 02:14:08,2014/07/01 19:14:08 PDT,"31.8 km (  19.8 mi) SW  ( 233. azimuth) from Millican, OR",43.709,-121.2375,0.4,0.3
60473486,2.4,1349569059.25,2012/10/07 00:17:39,2012/10/06 17:17:39 PDT,"57.7 km (  35.9 mi) WSW ( 252. azimuth) from Kamloops, BC",50.5045,-121.0933,0.0,0.0
60882281,2.3,1411019433.56,2014/09/18 05:50:33,2014/09/17 22:50:33 PDT,"31.0 km (  19.3 mi) WSW ( 237. azimuth) from Millican, OR",43.7258,-121.2420,7.8,4.9
10811428,1.8,1285789210.36,2010/09/29 19:40:10,2010/09/29 12:40:10 PDT,"27.0 km (  16.7 mi) SSE ( 149. azimuth) from Eugene, OR",43.8437,-122.9143,0.1,0.0
60434932,1.0,1343989210.32,2012/08/03 10:20:10,2012/08/03 03:20:10 PDT,"54.7 km (  34.0 mi) N   (   4. azimuth) from Satsop, WA",47.4942,-123.4353,44.5,27.6
60750492,0.9,1398954728.54,2014/05/01 14:32:08,2014/05/01 07:32:08 PDT,"20.5 km (  12.7 mi) WNW ( 284. azimuth) from Darrington, WA",48.2962,-121.8708,8.3,5.2
60996136,0.7,1428524561.96,2015/04/08 20:22:41,2015/04/08 13:22:41 PDT,"11.2 km (   6.9 mi) NNW ( 340. azimuth) from Friday Harbor, WA",48.6297,-123.0575,14.5,9.0
60634192,0.9,1385148408.19,2013/11/22 19:26:48,2013/11/22 11:26:48 PST,"5.1 km (   3.2 mi) N   (   6. azimuth) from Hanford-400, WA",46.4153,-119.2712,0.4,0.3
60381827,0.9,1330027815.85,2012/02/23 20:10:15,2012/02/23 12:10:15 PST,"28.3 km (  17.6 mi) E   (  88. azimuth) from Eugene, OR",44.062,-122.7318,0.0,0.0
60561012,0.7,1375218453.98,2013/07/30 21:07:33,2013/07/30 14:07:33 PDT,"5.8 km (   3.6 mi) NNE (  12. azimuth) from Hanford-400, WA",46.4202,-119.2623,0.5,0.3
10796123,1.7,1278765668.08,2010/07/10 12:41:08,2010/07/10 05:41:08 PDT,"25.7 km (  16.0 mi) S   ( 172. azimuth) from Morton, WA",46.3295,-122.2295,9.3,5.8
60681442,0.7,1391203357.78,2014/01/31 21:22:37,2014/01/31 13:22:37 PST,"22.7 km (  14.1 mi) ENE (  73. azimuth) from Monroe, WA",47.9148,-121.6800,0.0,0.0
60702937,1.8,1393465533.41,2014/02/27 01:45:33,2014/02/26 17:45:33 PST,"36.2 km (  22.5 mi) N   (   4. azimuth) from Okanogan, WA",48.6917,-119.5420,0.4,0.2
60425821,1.2,1339027842.8,2012/06/07 00:10:42,2012/06/06 17:10:42 PDT,"73.7 km (  45.8 mi) E   (  79. azimuth) from Roseburg, OR",43.3452,-122.4478,8.7,5.4
10798538,0.9,1279596709.44,2010/07/20 03:31:49,2010/07/19 20:31:49 PDT,"17.4 km (  10.8 mi) SSW ( 197. azimuth) from Deming, WA",48.6753,-122.2863,21.8,13.5
60742396,0.7,1397636652.93,2014/04/16 08:24:12,2014/04/16 01:24:12 PDT,"50.9 km (  31.6 mi) SW  ( 235. azimuth) from The Dalles, OR",45.3335,-121.7092,7.4,4.6
60797876,1.7,1401573923.22,2014/05/31 22:05:23,2014/05/31 15:05:23 PDT,"29.6 km (  18.4 mi) W   ( 266. azimuth) from The Dalles, OR",45.575,-121.5527,0.0,0.0
61025517,0.9,1434094955.13,2015/06/12 07:42:35,2015/06/12 00:42:35 PDT,"40.4 km (  25.1 mi) WNW ( 285. azimuth) from Forks, WA",48.0432,-124.9072,0.0,0.0
10806923,0.9,1286898608.9,2010/10/12 15:50:08,2010/10/12 08:50:08 PDT,"13.3 km (   8.3 mi) ESE ( 118. azimuth) from Maupin, OR",45.1183,-120.9303,19.7,12.2
60526446,2.5,1367970776.45,2013/05/07 23:52:56,2013/05/07 16:52:56 PDT,"67.6 km (  42.0 mi) W   ( 261. azimuth) from Penticton, BC",49.4012,-120.5062,0.0,0.0
60485377,0.8,1356309237.59,2012/12/24 00:33:57,2012/12/23 16:33:57 PST,"36.4 km (  22.6 mi) WSW ( 241. azimuth) from Millican, OR",43.723,-121.3175,0.5,0.3
60432061,1.0,1340385151.61,2012/06/22 17:12:31,2012/06/22 10:12:31 PDT,"43.8 km (  27.2 mi) SSE ( 160. azimuth) from Salem, OR",44.5718,-122.8475,0.0,0.0
60884297,2.1,1412385564.1,2014/10/04 01:19:24,2014/10/03 18:19:24 PDT,"82.8 km (  51.5 mi) SW  ( 222. azimuth) from Bend, OR",43.501,-121.9923,6.2,3.8
60380902,1.2,1329777849.4,2012/02/20 22:44:09,2012/02/20 14:44:09 PST,"17.4 km (  10.8 mi) ESE ( 108. azimuth) from Enumclaw, WA",47.157,-121.7683,11.0,6.8
60621831,1.7,1383245361.2,2013/10/31 18:49:21,2013/10/31 11:49:21 PDT,"49.3 km (  30.6 mi) NNE (  33. azimuth) from Eugene, OR",44.4248,-122.7513,0.0,0.0
10818623,2.2,1308342110.72,2011/06/17 20:21:50,2011/06/17 13:21:50 PDT,"48.2 km (  29.9 mi) SSE ( 160. azimuth) from Salem, OR",44.5362,-122.8248,0.0,0.0
60475842,2.3,1353198510.59,2012/11/18 00:28:30,2012/11/17 16:28:30 PST,"67.1 km (  41.7 mi) W   ( 265. azimuth) from Penticton, BC",49.4525,-120.5083,0.0,0.0
60947882,0.9,1421340548.29,2015/01/15 16:49:08,2015/01/15 08:49:08 PST,"4.8 km (   3.0 mi) E   (  94. azimuth) from Entiat, WA",47.6587,-120.1597,0.8,0.5
60937752,1.2,1418720658.58,2014/12/16 09:04:18,2014/12/16 01:04:18 PST,"22.4 km (  13.9 mi) SSE ( 157. azimuth) from Aberdeen, WA",46.7902,-123.7005,41.0,25.4
60512391,0.9,1364129626.3,2013/03/24 12:53:46,2013/03/24 05:53:46 PDT,"64.4 km (  40.0 mi) NW  ( 308. azimuth) from Klamath Falls, OR",42.5783,-122.4032,4.3,2.7
60757447,2.2,1399390649.84,2014/05/06 15:37:29,2014/05/06 08:37:29 PDT,"171.3 km ( 106.5 mi) W   ( 268. azimuth) from Newport, OR",44.5922,-126.2155,5.0,3.1
60508466,0.8,1362381791.92,2013/03/04 07:23:11,2013/03/03 23:23:11 PST,"43.8 km (  27.2 mi) E   (  80. azimuth) from Morton, WA",46.6268,-121.7110,11.2,6.9
60013103,0.9,1330338047.41,2012/02/27 10:20:47,2012/02/27 02:20:47 PST,"59.1 km (  36.7 mi) SSW ( 206. azimuth) from Bend, OR",43.5792,-121.6267,0.0,0.0
60489161,1.7,1353729540.34,2012/11/24 03:59:00,2012/11/23 19:59:00 PST,"24.5 km (  15.2 mi) E   (  84. azimuth) from Monroe, WA",47.8793,-121.6457,8.8,5.5
60607917,1.7,1381352167.95,2013/10/09 20:56:07,2013/10/09 13:56:07 PDT,"27.9 km (  17.3 mi) WSW ( 258. azimuth) from Morton, WA",46.504,-122.6312,0.0,0.0
60837432,1.5,1407438010.89,2014/08/07 19:00:10,2014/08/07 12:00:10 PDT,"14.2 km (   8.8 mi) NNE (  21. azimuth) from Othello, WA",46.946,-119.0992,0.0,0.0
60913726,2.3,1414703618.06,2014/10/30 21:13:38,2014/10/30 14:13:38 PDT,"67.1 km (  41.7 mi) ENE (  73. azimuth) from Hope, BC",49.5563,-120.5602,0.0,0.0
10797578,0.9,1271508180.56,2010/04/17 12:43:00,2010/04/17 05:43:00 PDT,"6.8 km (   4.2 mi) ENE (  64. azimuth) from Carnation, Wa",47.6747,-121.8337,12.3,7.6
10794433,1.8,1270704320.15,2010/04/08 05:25:20,2010/04/07 22:25:20 PDT,"33.0 km (  20.5 mi) E   ( 101. azimuth) from Longview, WA",46.0822,-122.5207,15.0,9.3
60835752,1.1,1407260350.05,2014/08/05 17:39:10,2014/08/05 10:39:10 PDT,"8.6 km (   5.4 mi) SSE ( 165. azimuth) from Bend, OR",43.9835,-121.2795,0.0,0.0
60504816,0.7,1360028576.05,2013/02/05 01:42:56,2013/02/04 17:42:56 PST,"17.6 km (  10.9 mi) SSE ( 160. azimuth) from Mount Vernon, WA",48.2708,-122.2575,10.6,6.5
60407182,1.2,1338258770.15,2012/05/29 02:32:50,2012/05/28 19:32:50 PDT,"30.6 km (  19.0 mi) NW  ( 322. azimuth) from Aberdeen, WA",47.1928,-124.0627,33.2,20.6
60585026,1.0,1378329843.11,2013/09/04 21:24:03,2013/09/04 14:24:03 PDT,"3.0 km (   1.8 mi) S   ( 184. azimuth) from Morton, WA",46.5317,-122.2780,7.5,4.6
60532117,2.7,1369123385.96,2013/05/21 08:03:05,2013/05/21 01:03:05 PDT,"48.7 km (  30.2 mi) S   ( 170. azimuth) from Morton, WA",46.1273,-122.1652,6.1,3.8
60818717,1.1,1405449142.8,2014/07/15 18:32:22,2014/07/15 11:32:22 PDT,"40.5 km (  25.2 mi) S   ( 170. azimuth) from Morton, WA",46.2,-122.1800,3.3,2.1
10815523,1.8,1303985280.73,2011/04/28 10:08:00,2011/04/28 03:08:00 PDT,"35.9 km (  22.3 mi) WSW ( 248. azimuth) from Newberg, OR",45.1773,-123.3955,25.3,15.7
60514587,1.1,1365070117.85,2013/04/04 10:08:37,2013/04/04 03:08:37 PDT,"0.3 km (   0.2 mi) ESE ( 113. azimuth) from Entiat, WA",47.6607,-120.2193,0.7,0.4
10829943,1.9,1318566552.26,2011/10/14 04:29:12,2011/10/13 21:29:12 PDT,"47.3 km (  29.4 mi) S   ( 176. azimuth) from Yakima, Wa",46.1703,-120.4678,16.5,10.3
10822108,1.6,1300326799.57,2011/03/17 01:53:19,2011/03/16 18:53:19 PDT,"13.4 km (   8.3 mi) ESE ( 115. azimuth) from Maupin, OR",45.1243,-120.9245,16.0,9.9
60544531,0.8,1371925486.25,2013/06/22 18:24:46,2013/06/22 11:24:46 PDT,"8.5 km (   5.3 mi) N   (   9. azimuth) from Wenatchee, Wa",47.4955,-120.2998,0.0,0.0
60431962,1.0,1343489033.5,2012/07/28 15:23:53,2012/07/28 08:23:53 PDT,"19.0 km (  11.8 mi) NW  ( 314. azimuth) from Concrete, WA",48.6577,-121.9347,0.0,0.0
60952402,2.4,1422829630.53,2015/02/01 22:27:10,2015/02/01 14:27:10 PST,"67.5 km (  42.0 mi) E   (  91. azimuth) from Hope, BC",49.3777,-120.5170,0.0,0.0
10810393,0.7,1285326648.13,2010/09/24 11:10:48,2010/09/24 04:10:48 PDT,"28.0 km (  17.4 mi) WNW ( 285. azimuth) from Everett, WA",48.0467,-122.5628,16.6,10.3
60463922,0.7,1350161875.55,2012/10/13 20:57:55,2012/10/13 13:57:55 PDT,"3.1 km (   1.9 mi) E   (  99. azimuth) from Poulsbo, WA",47.7308,-122.6040,19.2,11.9
60421027,1.1,1341218222.92,2012/07/02 08:37:02,2012/07/02 01:37:02 PDT,"14.5 km (   9.0 mi) NW  ( 317. azimuth) from Kirkland, Wa",47.7767,-122.3397,26.3,16.3
61036482,1.6,1435785949.08,2015/07/01 21:25:49,2015/07/01 14:25:49 PDT,"10.7 km (   6.7 mi) S   ( 183. azimuth) from Grants Pass, OR",42.3428,-123.3328,0.0,0.0
60592077,2.4,1379279494.01,2013/09/15 21:11:34,2013/09/15 14:11:34 PDT,"67.1 km (  41.7 mi) E   (  80. azimuth) from Hope, BC",49.4857,-120.5357,0.0,0.0
60732557,1.5,1396653925.14,2014/04/04 23:25:25,2014/04/04 16:25:25 PDT,"11.8 km (   7.3 mi) NW  ( 313. azimuth) from Longview, WA",46.2085,-123.0548,0.0,0.0
10811503,2.7,1302037552.92,2011/04/05 21:05:52,2011/04/05 14:05:52 PDT,"11.5 km (   7.1 mi) ESE ( 121. azimuth) from Maupin, OR",45.122,-120.9543,19.1,11.9
60877566,0.9,1410606237.82,2014/09/13 11:03:57,2014/09/13 04:03:57 PDT,"14.5 km (   9.0 mi) SW  ( 234. azimuth) from Snohomish, WA",47.8367,-122.2547,5.0,3.1
60554521,2.5,1374009352.19,2013/07/16 21:15:52,2013/07/16 14:15:52 PDT,"68.0 km (  42.2 mi) E   (  88. azimuth) from Hope, BC",49.3997,-120.5110,0.0,0.0
60847217,1.5,1408352036.01,2014/08/18 08:53:56,2014/08/18 01:53:56 PDT,"17.1 km (  10.6 mi) ENE (  59. azimuth) from Canby, OR",45.3423,-122.5037,23.7,14.7
60974576,0.9,1424754270.27,2015/02/24 05:04:30,2015/02/23 21:04:30 PST,"8.5 km (   5.3 mi) E   (  81. azimuth) from Entiat, WA",47.6732,-120.1107,5.1,3.2
60382797,0.9,1330308201.25,2012/02/27 02:03:21,2012/02/26 18:03:21 PST,"58.5 km (  36.3 mi) SSW ( 205. azimuth) from Bend, OR",43.5837,-121.6217,0.1,0.0
60650647,2.2,1386975247.44,2013/12/13 22:54:07,2013/12/13 14:54:07 PST,"17.1 km (  10.7 mi) W   ( 273. azimuth) from Poulsbo, WA",47.743,-122.8740,17.9,11.1
60993661,0.9,1428230478.79,2015/04/05 10:41:18,2015/04/05 03:41:18 PDT,"40.3 km (  25.0 mi) S   ( 170. azimuth) from Morton, WA",46.201,-122.1872,2.7,1.7
60606512,1.9,1381096188.23,2013/10/06 21:49:48,2013/10/06 14:49:48 PDT,"19.2 km (  11.9 mi) S   ( 189. azimuth) from Bellingham, WA",48.5925,-122.5218,17.2,10.7
61045186,0.7,1435093018.46,2015/06/23 20:56:58,2015/06/23 13:56:58 PDT,"4.3 km (   2.7 mi) S   ( 178. azimuth) from Bremerton, WA",47.528,-122.6278,0.0,0.0
10813753,1.6,1304631960.1,2011/05/05 21:46:00,2011/05/05 14:46:00 PDT,"31.0 km (  19.3 mi) W   ( 271. azimuth) from Salem, OR",44.946,-123.4282,29.9,18.6
10789213,1.6,1266485544.09,2010/02/18 09:32:24,2010/02/18 01:32:24 PST,"27.6 km (  17.1 mi) SSW ( 192. azimuth) from Coos Bay, OR",43.1242,-124.2835,34.7,21.5
60427217,1.0,1342427191.25,2012/07/16 08:26:31,2012/07/16 01:26:31 PDT,"65.3 km (  40.6 mi) SSW ( 210. azimuth) from Bend, OR",43.5483,-121.7122,4.0,2.5
60637406,1.8,1385337221.69,2013/11/24 23:53:41,2013/11/24 15:53:41 PST,"27.1 km (  16.8 mi) WSW ( 254. azimuth) from Bremerton, WA",47.498,-122.9762,16.1,10.0
60381822,0.8,1330026189.8,2012/02/23 19:43:09,2012/02/23 11:43:09 PST,"10.4 km (   6.5 mi) ENE (  77. azimuth) from Duvall, WA",47.763,-121.8490,8.1,5.0
60403511,0.8,1331956551.83,2012/03/17 03:55:51,2012/03/16 20:55:51 PDT,"53.3 km (  33.1 mi) WNW ( 287. azimuth) from Maupin, OR",45.312,-121.7320,2.5,1.6
60727191,0.7,1395590823.34,2014/03/23 16:07:03,2014/03/23 09:07:03 PDT,"53.1 km (  33.0 mi) WNW ( 284. azimuth) from Maupin, OR",45.2935,-121.7370,7.2,4.5
10811013,2.0,1299283245.4,2011/03/05 00:00:45,2011/03/04 16:00:45 PST,"5.6 km (   3.5 mi) SSE ( 166. azimuth) from Klamath Falls, OR",42.1758,-121.7647,0.0,0.0
60840497,1.2,1407780877.77,2014/08/11 18:14:37,2014/08/11 11:14:37 PDT,"20.2 km (  12.6 mi) WNW ( 293. azimuth) from Roseburg, OR",43.289,-123.5703,0.0,0.0
60102723,1.1,1418618684.61,2014/12/15 04:44:44,2014/12/14 20:44:44 PST,"40.5 km (  25.1 mi) S   ( 169. azimuth) from Morton, WA",46.2013,-122.1730,5.8,3.6
60441267,1.5,1345239992.26,2012/08/17 21:46:32,2012/08/17 14:46:32 PDT,"18.1 km (  11.3 mi) NNW ( 342. azimuth) from Poulsbo, WA",47.8902,-122.7193,0.0,0.0
60431566,0.6,1340296232,2012/06/21 16:30:32,2012/06/21 09:30:32 PDT,"31.8 km (  19.8 mi) S   ( 172. azimuth) from Morton, WA",46.2753,-122.2143,2.8,1.8
60808531,1.0,1402661203.29,2014/06/13 12:06:43,2014/06/13 05:06:43 PDT,"18.1 km (  11.2 mi) WNW ( 292. azimuth) from Hanford-200W, WA",46.6127,-119.8472,6.6,4.1
